StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,CONSENT_2,EXP1_ARTICLE4_First Click,EXP1_ARTICLE4_Last Click,EXP1_ARTICLE4_Page Submit,EXP1_ARTICLE4_Click Count,EXP1ARM1_COMP1,EXP1ARM1_COMP2,EXP1ARM2_ARTICLE4_First Click,EXP1ARM2_ARTICLE4_Last Click,EXP1ARM2_ARTICLE4_Page Submit,EXP1ARM2_ARTICLE4_Click Count,EXP1ARM2_COMP1,EXP1ARM2_COMP2,VACCINE_1,VACCINE_1_1,VACCINE_1_1,VACCINE_2_1,VACCINE_2_2,VACCINE_2_3,VACCINE_2_4,VACCINE_2_5,VACCINE_2_6,VACCINE_3,VACCINE_4,VACCINE_5_1,VACCINE_5_2,VACCINE_5_3,VACCINE_5_4,VACCINE_5_5,VACCINE_5_6,VACCINE_5_7,VACCINE_5_8,VACCINE_5_9,VACCINE_5_10,VACCINE_6,VACCINE_7,VACCINE_8,VACCINE_9_1,VACCINE_9_2,VACCINE_9_3,VACCINE_9_4,VACCINE_9_5,VACCINE_9_6,VACCINE_10_1,VACCINE_10_2,VACCINE_10_3,VACCINE_10_4,VACCINE_10_5,VACCINE_10_6,VACCINE_10_7,VACCINE_10_8,VACCINE_11_1,VACCINE_11_2,VACCINE_11_3,VACCINE_11_4,VACCINE_11_5,VACCINE_11_6,VACCINE_11_7,VACCINE_11_8,VACCINE_12,VACCINE_13,EXP2ARM1,EXP2ARM2,EXP2CONTROL,EXP3ARM1,EXP3CONTROL,DELIVERY_1,DELIVERY_2,DELIVERY_3,DELIVERY_4,DELIVERY_5,DELIVERY_6,DELIVERY_7,BLM_1,BLM_2,BLM_3,BLM_4,BLM_5,BLM_6_1,BLM_6_2,BLM_6_3,BLM_6_4,BLM_7,BLM_8,BLM_9,BLM_10,BLM_11,SD_1_1,SD_1_2,SD_1_3,SD_1_4,SD_1_5,SD_1_6,SD_1_7,SD_1_8,SD_1_9,SD_1_10,SD_2_1,SD_2_2,SD_2_3,SD_2_4,STIMULUS_1,STIMULUS_2,STIMULUS_3,STIMULUS_4,STIMULUS_4_5_TEXT,STIMULUS_5,STIMULUS_5_9_TEXT,STIMULUS_6,STIMULUS_7,STIMULUS_7_9_TEXT,STIMULUS_8,M4A_1,M4A_2,M4A_2_9_TEXT,M4A_3,M4A_4,M4A_5_1,M4A_5_2,M4A_6,M4A_6_4_TEXT,M4A_7,M4A_7_9_TEXT,M4A_8,MEDIA_1,MEDIA_2,MEDIA_2_6_TEXT,TRUST_1,TRUST_2,TRUST_3,HEALTH_1,HEALTH_2,HEALTH_2_11_TEXT,HEALTH_3,HEALTH_4_1,HEALTH_4_2,HEALTH_4_3,HEALTH_4_4,HEALTH_4_5,HEALTH_4_6,HEALTH_4_7,HEALTH_4_8,HEALTH_4_9,HEALTH_5,HEALTH_6,HEALTH_7,EXPOSURE_1_1,EXPOSURE_1_2,EXPOSURE_1_3,EXPOSURE_2,EXPOSURE_2_1,EXPOSURE_2_2,EXPOSURE_3,EXPOSURE_4,EXPOSURE_5,EXPOSURE_6,FOOD_1,FOOD_2,MENTAL_1,MENTAL_2,CHILD_1,CHILD_1_1,CHILD_1_2,CHILD_1_2_5_TEXT,CHILD_2,CHILD_2_1,CHILD_2_2,CHILD_2_3,CHILD_2_4,CHILD_2_4_1,CHILD_2_4_1_6_TEXT,CHILD_2_5,CHILD_2_5_1_TEXT,CHILD_2_6,CHILD_2_6_5_TEXT,CHILD_2_6_7_TEXT,CHILD_2_7,CHILD_2_8,CHILD_2_9,CHILD_2_10,CHILD_2_11,CHILD_2_12,CHILD_2_13,CHILD_2_14,CHILD_2_15,CHILD_2_15_VACCINE,CHILD_3,CHILD_2_16_1,CHILD_2_16_2,CHILD_2_16_3,CHILD_2_16_4,CHILD_2_16_5,CHILD_2_16_6,CHILD_4,CHILD_5,CHILD_6,CHILD_6_1,CHILD_6_1_5_TEXT,CHILD_7,CHILD_7_1,IDEOLOGY_1,IDEOLOGY_1_4_TEXT,IDEOLOGY_2,IDEOLOGY_3,IDEOLOGY_4,IDEOLOGY_4_3_TEXT,IDEOLOGY_5,IDEOLOGY_5_5_TEXT,IDEOLOGY_6,IDEOLOGY_6_5_TEXT,IDEOLOGY_7,Q314,CULTURE_1#1_1,CULTURE_1#1_2,CULTURE_1#1_3,CULTURE_1#1_4,CULTURE_1#1_5,CULTURE_1#1_6,CULTURE_1#1_7,CULTURE_1#1_8,CULTURE_1#1_9,CULTURE_1#1_10,CULTURE_1#1_11,CULTURE_2#1_1,CULTURE_2#1_2,CULTURE_2#1_3,CULTURE_2#1_4,CULTURE_2#1_5,CULTURE_2#1_6,CULTURE_2#1_7,CULTURE_2#1_8,CULTURE_2#1_9,DEMO_1,DEMO_2,DEMO_3,DEMO_4,DEMO_5,DEMO_6,DEMO_7,DEMO_8,DEMO_8_11_TEXT,DEMO_9,DEMO_10,DEMO_10_3_TEXT,DEMO_11,DEMO_12,DEMO_13,DEMO_14,DEMO_14_1,DEMO_14_1_5_TEXT,DEMO_15,opp,rid,RISN,V,Q_TotalDuration,qpmid,viga,ProjectToken,cintid,PID,psid,rnid,K2,study,med,LS,gc,term
12/1/2020 8:42,12/1/2020 10:25,0,100,6213,1,12/1/2020 10:25,,,,,anonymous,EN,1,16.663,40.53,42.692,2,1,1,,,,,,,2,So that I can be protected ,,2,2,2,1,2,3,2,2,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,1,3,1,2,4,1,3,3,3,3,3,3,2,2,2,2,,,2,,2,2,2,3,3,2,2,2,1,1,1,2,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,2,1,4,4,"1,2",,9, Temporary disability ,3,8,,3,5,5,,1,1,1,,2,,3,,1,1,2,,3,3,3,3,11,N. M. O,4,2,4,4,4,4,4,4,3,2,3,2,2,2,2,2,3,,,2,2,2,2,2,6,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,1,2,,,2,,1,,1,1,2,,4,,3,,3,2,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3, Unemployed ,2,42,11413,1,3,2,11,Living faith,2,1,,3,3,4,2,,,2,Qual22501-0824-NYState,,,,6213,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1471560302,h_dWywViDnrgMw8CLlbPAg**,,31833,,2.21E+13,{Invalid Expression},1,
12/1/2020 9:41,12/1/2020 10:26,0,100,2714,1,12/1/2020 10:26,,,,,anonymous,EN,1,,,,,,,2.729,139.491,140.294,16,1,1,3,,I think the focus should be on those who are already diagnosed with the disease,1,3,2,1,3,1,2,2,1,1,1,,3,1,1,4,2,1,1,1,1,3,2,2,2,2,1,4,4,1,2,3,3,1,1,2,1,3,4,3,3,4,4,1,2,,2,,3,,1,1,5,3,3,4,1,1,2,1,2,1,1,3,3,3,2,3,1,1,2,1,2,1,1,1,2,1,1,1,1,5,4,5,5,4,2,3,4,,8,,3,"1,5,6,7",,3,2,4,,2,2,,2,4,,"6,7,8",,1,1,3,,2,2,2,2,12,,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,3,,,2,2,2,2,2,6,4,4,2,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,3,2,,,2,,1,,2,1,2,,1,,3,,2,2,1,1,5,3,4,4,2,1,1,5,1,3,1,5,1,1,5,2,3,2,Student ,2,11,19149,3,3,2,11,Christian ,1,1,,4,4,1,2,,,2,Qual22501-0824-NYState,,,,2714,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1769812723,h_dWywViDnrHKEJVtfHgbA**,,31833,,2.66E+13,{Invalid Expression},1,
12/1/2020 10:10,12/1/2020 10:27,0,100,1026,1,12/1/2020 10:27,,,,,anonymous,EN,1,3.718,5.887,8.188,4,1,1,,,,,,,2,I would like to start living my life again without fears,,1,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,3,3,1,2,3,1,3,4,3,3,3,3,2,3,2,2,2,,,,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,3,2,3,2,"1,3",1,1,4,,1,,2,6,,1,3,2,,2,1,,2,2,,"2,3,5",,1,2,3,,2,1,2,2,12,,1,4,3,3,3,4,2,1,1,3,1,2,2,2,2,1,1,3,None,2,2,2,2,1,6,2,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,2,2,,,2,,2,,1,2,,,2,,3,,3,1,2,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,Teacher ,2,13,76533,2,1,1,1,,1,1,,5,4,3,2,,,2,Qual22501-0824-NYState,5fc678d1-95f3-65c1-81b5-64d96d6ebfa4,9291238,H,1026,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,,,,,,{Invalid Expression},1128,1,
12/1/2020 8:43,12/1/2020 10:28,0,100,6295,1,12/1/2020 10:28,,,,,anonymous,EN,1,,,,,,,1.161,15.708,22.646,11,1,1,2,To keep me and my family safe,,1,3,1,1,1,2,2,2,1,2,1,3,3,2,2,3,3,2,2,1,1,2,1,2,2,2,1,3,3,2,3,2,2,2,1,3,2,3,4,3,3,2,4,2,2,,,2,,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,4,1,2,1,2,4,4,,1,,2,3,,1,5,3,,2,1,1,,3,,2,,1,1,4,,3,1,2,2,12,,2,3,2,2,1,2,2,3,1,2,2,2,2,2,2,2,3,,,1,2,1,2,2,6,2,2,1,3,4,,2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,2,2,,,2,,1,,2,1,2,,4,,3,,3,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,Homemaker,1,36,14418,2,4,1,2,,1,1,,4,3,2,,,,2,Qual22501-0824-NYState,,,,6295,4601,,795f8357-d473-4f6d-b890-504bba085ba5,4f5ca12a-f41c-091d-722d-967714570dfa,,,,,,{Invalid Expression},{Invalid Expression},1,
12/1/2020 9:56,12/1/2020 10:29,0,100,2019,1,12/1/2020 10:29,,,,,anonymous,EN,1,2.636,25.44,26.529,6,1,1,,,,,,,1,Because it's important ,,3,3,3,3,3,3,3,2,,,,,,,,,,,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,,1,,3,,2,1,2,2,2,4,4,3,1,3,3,4,2,2,2,2,3,5,3,5,1,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,3,4,,2,,4,8,,2,5,4,,5,3,,5,4,,2,,5,4,1,,3,3,3,1,12,,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,,,2,2,2,3,2,6,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,3,2,,,2,,2,,2,4,,,6,,5,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Don't work,2,21,10467,1,4,2,11,Latin,5,1,,3,1,3,1,1,,1,Qual22501-0824-NYState,,,,2019,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1752131455,h_dWywViDnrr9mwUmM9dDw**,,31833,,2.63E+13,{Invalid Expression},1,
12/1/2020 9:59,12/1/2020 10:31,0,100,1912,1,12/1/2020 10:31,,,,,anonymous,EN,1,,,,,,,10.537,137.729,138.976,10,1,1,1,I will love to have that comfort and to know dat i am completely free from corona virus ,,2,3,3,2,3,3,2,1,2,2,2,3,2,2,2,2,2,3,1,1,2,1,2,2,2,2,2,3,2,3,4,2,2,3,4,5,5,5,4,5,5,5,5,1,2,,,2,,1,2,2,3,2,4,3,3,1,1,1,3,1,3,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,3,2,"2,3",2,2,"1,3",,"1,4,5",,2,"4,5",,1,"1,3",2,,1,1,1,,2,,"2,5,7",,1,2,2,,2,2,1,1,9,,4,4,4,4,4,4,4,2,3,3,2,1,1,1,1,2,1,2,I would like to hear the symtoms is reducing and is not sirious,1,1,1,2,1,1,2,2,1,4,2,,1,"10,16",1,2,1,2,,2,,2,,,1,1,2,2,"2,4",1,1,"2,4",1,1,2,1,1,1,2,2,1,1,1,2,,,2,,1,,1,1,2,,4,,3,,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,Health care ,1,33,10013,2,3,1,2,,1,2,,6,6,4,2,,,2,Qual22501-0824-NYState,5fc67654-3448-e0bd-37e6-4e234fcbd5fd,9291238,H,1912,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,,,,,,{Invalid Expression},1128,1,
12/1/2020 9:50,12/1/2020 10:31,0,100,2488,1,12/1/2020 10:31,,,,,anonymous,EN,1,0,0,22.541,0,2,1,,,,,,,4,,I don't feel comfortable injecting myself with something that we don't know the side effects of.,1,3,2,1,3,3,2,2,1,1,1,4,2,2,2,4,4,4,1,2,1,4,4,4,4,4,1,3,3,3,2,3,2,2,1,3,3,3,3,3,3,1,3,1,2,4,,,,4,5,2,5,5,5,5,5,2,1,1,2,3,1,3,3,2,2,3,1,1,2,2,3,2,2,2,2,3,2,2,2,2,4,2,5,1,2,4,4,,8,,1,8,,1,5,1,,5,3,,2,1,,"2,8",,2,4,5,,1,2,2,2,12,,4,2,3,4,4,4,1,3,2,3,1,2,2,1,2,1,3,,,1,2,1,2,1,6,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,2,,,2,,3,,2,2,,,4,,3,,1,3,3,3,2,2,4,4,3,3,4,4,4,4,2,2,2,4,3,2,2,3,program supervisor,1,23,11901,1,4,1,1,,2,1,,5,4,3,2,,,2,Qual22501-0824-NYState,5fc67415-6ee9-635f-d740-a2b9fc7b25fc,9291238,H,2488,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,,,,,,{Invalid Expression},1128,1,
12/1/2020 10:16,12/1/2020 10:34,0,100,1076,1,12/1/2020 10:34,,,,,anonymous,EN,1,1.977,1.977,6.84,1,1,1,,,,,,,1,to protect myself and my family from exposure,,1,3,2,2,3,3,2,1,2,1,1,2,1,1,1,2,1,1,3,2,3,1,1,1,3,2,1,2,1,2,4,2,1,3,1,1,1,2,3,3,1,1,1,3,2,,1,,,2,1,1,1,1,1,2,1,2,4,2,2,3,3,1,1,3,2,4,5,4,2,2,1,1,1,1,1,1,1,1,3,4,2,2,4,1,4,4,"1,2",,8,,3,"1,2,3,4",,1,5,8,,4,1,4,,3,,"2,4,5",,4,1,1,,2,1,2,3,"1,3,9",,3,2,3,2,4,4,1,3,2,2,1,2,2,2,2,2,3,,,2,2,1,2,2,4,3,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,2,,,2,,2,,2,3,,,3,,4,,3,1,1,3,3,1,5,5,1,2,1,1,1,1,1,1,2,1,1,1,4,3,none. disabled,2,35,13343,1,4,1,11,none,4,2,,4,2,1,2,,,"1,2",Qual22501-0824-NYState,,,,1076,4601,,795f8357-d473-4f6d-b890-504bba085ba5,4e6a8358-b38e-088e-525f-b44114fa57a2,,,,,,{Invalid Expression},{Invalid Expression},1,
12/1/2020 10:29,12/1/2020 10:36,0,100,401,1,12/1/2020 10:36,,,,,anonymous,EN,1,0.78,1.412,2.328,2,1,1,,,,,,,1,kxkggkgkg,,1,2,2,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,2,2,2,2,2,3,3,3,3,3,3,2,1,5,3,3,3,1,,1,,1,,1,2,1,4,2,2,1,2,1,1,2,2,1,1,1,1,1,3,3,2,1,2,1,2,2,3,2,2,2,2,2,3,3,3,3,2,1,2,2,,2,,2,6,,1,2,1,,2,2,,2,2,,1,,1,2,2,,2,1,2,3,3,,4,1,2,4,4,4,3,2,1,2,2,2,1,1,2,1,1,1,Hyyyyyuuuuuuu,1,2,1,2,1,2,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,1,1,2,,1,Two,2,,2,2,,,2,,1,,3,2,1,2,3,4,5,5,4,4,4,3,3,2,2,2,2,2,2,2,2,2,Teacher,1,14,10001,2,2,1,1,,2,1,,6,6,3,1,1,,6,Qual22501-0824-NYState,,,,401,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1754287315,h_dWywViDnrLcdESqYwxUQ**,,31833,,2.64E+13,{Invalid Expression},1,
12/1/2020 8:47,12/1/2020 10:38,0,100,6654,1,12/1/2020 10:38,,,,,anonymous,EN,1,,,,,,,5.104,5.661,6.935,2,1,1,4,,Because I don't trust ya'll :),1,3,3,3,3,3,2,2,2,1,2,,4,,,,,,1,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,,,4,,4,3,3,3,3,3,3,3,2,1,1,2,3,2,3,3,2,2,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,2,2,4,,"1,4,7",,4,9, no,2,5,9,idk,5,3,5,,4,no,9,no,5,4,6,no,2,1,2,1,12,,4,4,4,4,4,4,1,1,3,3,3,3,3,2,2,1,3,,,2,3,2,3,2,"6,7",4,3,2,,,,1,"12,14",,2,3,,,3,,7,,idk,3,2,5,,6,,2,"1,2",4,3,3,1,2,3,3,3,3,1,2,2,,,2,,1,,2,1,2,,6,,3,,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Umm,2,31,10038,2,4,1,11,None,5,1,,6,4,5,2,,,2,Qual22501-0824-NYState,,,,6654,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1783748553,h_dWywViDnrOMEE7yCD0nA**,,31833,,2.68E+13,{Invalid Expression},1,
12/1/2020 10:21,12/1/2020 10:39,0,100,1077,1,12/1/2020 10:39,,,,,anonymous,EN,1,3.06,3.06,4.779,1,"1,2,3",1,,,,,,,1,So I don't die,,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,4,1,1,4,4,2,2,4,3,4,5,1,1,3,2,1,,,,1,1,1,2,1,2,3,3,1,1,1,2,3,3,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,4,4,4,,"1,4",,3,8,,1,5,5,,1,2,,1,1,,1,,1,1,1,,2,1,2,2,12,,1,2,3,1,3,4,1,1,3,2,1,1,2,2,2,2,2,1,If i can get it more than once,1,2,1,2,2,4,2,2,1,4,4,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,2,2,,,1,1,1,,1,1,2,,4,,3,,2,1,3,3,2,2,4,2,1,4,5,5,4,5,1,1,1,5,4,5,3,4,baby sitter,1,21,10458,3,2,1,2,,2,1,,4,1,2,1,3,,7,Qual22501-0824-NYState,5fc67b96-0d6c-d49e-70af-03b70db593f6,9291238,H,1077,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,,,,,,{Invalid Expression},1128,1,
12/1/2020 10:15,12/1/2020 10:45,0,100,1824,1,12/1/2020 10:45,,,,,anonymous,EN,1,,,,,,,0,0,4.789,0,1,1,2,To prevent the spread of COVID19.,,1,3,3,1,3,3,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,3,3,3,4,2,2,3,3,4,4,3,4,4,3,2,3,2,1,,2,,2,,2,1,1,2,2,2,2,1,2,3,2,3,3,2,2,3,2,5,3,2,2,1,1,1,2,2,2,2,2,2,1,2,4,2,3,4,4,4,4,,1,,1,8,,2,5,1,,2,2,2,,2,,"2,3,6",,3,2,4,,2,1,3,2,12,,3,4,2,4,4,4,4,2,1,2,1,2,2,2,2,2,3,,,2,2,1,2,2,6,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,2,,,2,,1,,2,2,,,1,,3,,1,2,3,3,3,3,4,3,3,1,3,3,4,3,3,3,2,4,3,3,3,3,Information Technology,1,41,11377,1,3,1,10,,4,2,,5,4,3,1,5,Colombian,7,Qual22501-0824-NYState,,,,1824,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1811602148,h_dWywViDnrcT60KPiju7A**,,31833,,2.72E+13,{Invalid Expression},1,
12/1/2020 9:59,12/1/2020 10:47,0,100,2885,1,12/1/2020 10:47,,,,,anonymous,EN,1,,,,,,,22.364,104.76,108.876,18,1,1,1,To minimize my risk of getting covid 19,,1,3,2,1,3,3,3,2,2,1,2,4,2,2,2,3,1,4,1,2,1,1,1,1,1,2,1,2,1,3,4,1,1,3,2,4,4,5,4,5,5,5,5,3,1,,,1,,1,1,1,2,1,1,1,2,1,1,1,3,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,,6,,2,8,,1,5,1,,1,1,1,,1,,"2,3,8",,1,1,1,,2,2,1,1,12,,4,4,3,4,4,4,3,2,1,1,1,2,1,2,2,2,3,,,2,2,2,2,1,5,1,1,1,3,1,,1,"5,14",1,1,2,,,2,,1,,,1,1,2,2,"1,2,3,4",2,1,"3,4","1,2,3",1,2,1,3,1,1,1,2,1,1,1,4,,2,,1,,1,1,2,,4,,3,,1,1,2,1,5,2,2,2,4,2,1,2,4,2,1,1,1,5,1,2,2,4,IT,1,29,30301,1,2,1,6,,1,2,,5,4,3,2,,,1,Qual22501-0824-NYState,5fc67646-fc13-3ec3-e0d3-7bf066c54da4,9291238,H,2885,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,,,,,,{Invalid Expression},1128,1,
12/1/2020 10:09,12/1/2020 10:48,0,100,2335,1,12/1/2020 10:48,,,,,anonymous,EN,1,0.58,1.518,2.962,2,"1,3",1,,,,,,,2,when im ready or i feel like its safe so i wont have no side effects,,2,2,1,2,1,3,2,2,1,2,1,,1,1,1,1,1,1,1,1,1,4,3,4,3,4,3,2,2,1,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,,,3,,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,"3,5",,2,,1,9,no,1,1,3,,5,1,,3,2,,5,,1,1,1,,2,3,2,1,12,,4,1,2,1,2,4,1,3,3,2,2,1,2,2,2,2,3,,,2,1,2,2,1,2,1,4,1,1,4,,1,5,4,1,2,,,2,,7,,,2,2,3,3,4,2,2,"2,6",4,2,2,1,2,1,2,1,2,1,2,2,,,1,YES,2,,1,2,,,3,,5,,5,2,1,2,1,2,1,2,1,2,1,2,1,3,4,3,4,3,4,3,4,3,retired,2,36,10001,2,2,2,1,,2,2,,4,4,4,2,,,2,Qual22501-0824-NYState,,,,2335,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1843865077,h_dWywViDnqtA1H32cVIeA**,,31833,,2.77E+13,{Invalid Expression},1,
12/1/2020 10:13,12/1/2020 10:51,0,100,2259,1,12/1/2020 10:51,,,,,anonymous,EN,1,0,0,70.859,0,"1,2",1,,,,,,,3,,Was developed quickly. Am afraid of side affects.,1,3,3,2,2,3,3,1,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,1,2,3,1,3,4,2,2,2,1,1,1,4,3,4,5,3,3,3,4,2,1,,,2,4,,2,1,1,1,2,3,2,1,4,3,2,3,3,2,1,3,2,5,3,2,2,1,1,1,2,2,1,1,1,2,2,2,3,1,2,1,4,4,4,,8,,3,4,,3,5,6,,2,3,,2,1,,"2,5,6",,1,2,4,,2,1,2,3,9,,3,1,3,4,4,4,2,3,3,3,1,1,1,2,2,2,1,3,Nothing.,2,1,2,2,2,1,4,4,2,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,3,2,,,1,1,3,,2,2,,,3,,5,Independent candidate,3,2,2,2,4,4,2,3,1,2,4,2,5,5,2,1,1,3,4,1,1,3,Retired,2,59,11727,2,4,1,1,,1,2,,3,3,1,2,,,2,Qual22501-0824-NYState,,,,2259,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1723827717,h_dWywViDnpGMnjm-TdYkg**,,31833,,2.59E+13,{Invalid Expression},1,
12/1/2020 9:41,12/1/2020 10:53,0,100,4323,1,12/1/2020 10:53,,,,,anonymous,EN,1,2.28,5.087,5.474,3,1,1,,,,,,,4,,I check my health frequently and need not any vaccine.,1,3,1,2,2,3,2,2,1,1,1,1,4,1,2,3,1,1,2,2,1,3,3,3,4,3,2,3,3,2,3,3,4,2,2,3,3,2,3,2,1,3,3,1,2,,4,,4,,5,5,5,5,5,5,5,1,2,3,3,3,2,3,2,2,3,5,3,2,1,2,3,3,3,3,3,3,3,3,3,2,4,5,2,4,2,2,4,,"1,6",,3,8,,2,5,3,,3,1,5,,2,,8,,5,3,4,,3,3,3,1,12,,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,3,,,2,2,2,2,2,6,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,2,2,,,2,,3,,2,2,,,6,,1,,4,3,3,2,4,3,3,3,2,3,2,3,3,3,3,3,2,3,3,1,4,5,Accounting.,1,33,10469,1,3,1,11,No answer.,5,2,,4,5,4,2,,,2,Qual22501-0824-NYState,,,,4323,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1232411006,h_dWywViDnoruBsChBWzdA**,,31833,,1.85E+13,{Invalid Expression},1,
12/1/2020 10:35,12/1/2020 10:54,0,100,1148,1,12/1/2020 10:54,,,,,anonymous,EN,1,0,0,6.71,0,1,1,,,,,,,3,,I'd rather wait until I can see results with others . ,1,3,3,1,3,3,3,2,1,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,3,1,2,3,3,2,2,2,3,2,3,3,3,2,3,2,2,3,3,1,2,,,2,,3,3,3,3,2,3,3,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,4,2,2,"1,3",1,1,"1,2",,2,,2,"1,4,5,7",,1,5,5,,3,3,1,,1,,3,,2,1,4,,1,1,1,3,"3,9",,3,2,2,4,4,4,3,2,2,3,1,3,3,2,2,1,1,3,None,2,2,2,2,2,6,2,2,1,2,4,,1,"6,9",3,2,3,,,2,,2,,,2,1,1,3,1,2,2,"1,2",2,1,4,1,1,1,1,1,3,2,2,2,,,2,,1,,2,1,2,,4,,3,,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Entertainer,2,53,10467,1,3,1,1,,1,2,,4,5,3,2,,,2,Qual22501-0824-NYState,,,,1148,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1636428352,h_dWywViDnr_ZWo7FzMDyA**,,31833,,2.46E+13,{Invalid Expression},1,
